GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
295735285,20130502,201305,2013,2013.3342,ESPCOP,SPAIN,ESP,,,,,COP,,,ESP,SPAIN,ESP,,,,,,,,1,013,013,01,1,0.4,2,1,2,1.35593220338983,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,20140502,http://www.theolivepress.es/spain-news/2014/05/02/british-paedophile-arrested-on-costa-del-sol/
295735284,20130502,201305,2013,2013.3342,ESPCOP,SPANISH,ESP,,,,,COP,,,ESP,SPAIN,ESP,,,,,,,,1,013,013,01,1,0.4,2,1,2,1.35593220338983,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,20140502,http://www.theolivepress.es/spain-news/2014/05/02/british-paedophile-arrested-on-costa-del-sol/
295735283,20130502,201305,2013,2013.3342,ESPCOP,SPAIN,ESP,,,,,COP,,,ESP,SPAIN,ESP,,,,,,,,1,013,013,01,1,0.4,4,1,4,1.35593220338983,4,"Benalmadena, AndalucíSP, Spain",SP,SP51,36.5954,-4.57322,-373144,4,"Benalmadena, AndalucíSP, Spain",SP,SP51,36.5954,-4.57322,-373144,4,"Benalmadena, AndalucíSP, Spain",SP,SP51,36.5954,-4.57322,-373144,20140502,http://www.theolivepress.es/spain-news/2014/05/02/british-paedophile-arrested-on-costa-del-sol/
295735282,20130502,201305,2013,2013.3342,ESP,SPANISH,ESP,,,,,,,,IGOCOPITP,INTERPOL,,ITP,,,,IGO,COP,,1,080,080,08,2,5,2,1,2,1.35593220338983,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,20140502,http://www.theolivepress.es/spain-news/2014/05/02/british-paedophile-arrested-on-costa-del-sol/
295735281,20130502,201305,2013,2013.3342,ESP,SPANISH,ESP,,,,,,,,IGOCOPITP,INTERPOL,,ITP,,,,IGO,COP,,1,080,080,08,2,5,2,1,2,1.35593220338983,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,20140502,http://www.theolivepress.es/spain-news/2014/05/02/british-paedophile-arrested-on-costa-del-sol/
297355634,20130515,201305,2013,2013.3699,GBRGIB,GIBRALTARIAN,GBR,,,,,,,,ESP,SPANIARD,ESP,,,,,,,,1,114,114,11,3,-2,2,1,2,1.97183098591549,1,Andorra,AN,AN,42.5,1.5,AN,1,Andorra,AN,AN,42.5,1.5,AN,1,Andorra,AN,AN,42.5,1.5,AN,20140515,http://www.theolivepress.es/spain-news/2014/05/15/spain-finally-confirms-changes-to-improve-traffic-flow-into-gibraltar/
256159768,20130614,201306,2013,2013.4493,USA,THE US,USA,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,013,013,01,1,0.4,10,1,10,3.01724137931034,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130614,http://www.thelocal.es/20130614/key-credit-agency-talks-down-spanish-recovery
256100549,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, ,,,,,,,,,,1,084,084,08,2,7,8,1,8,2.05761316872428,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,40.3953,49.8822,-2705195,0,,,,,,,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,40.3953,49.8822,-2705195,20130614,http://www.esctoday.com/65535/spain-pastora-to-release-her-new-album-in-september/
256100550,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, ,,,,,,,,,,1,084,084,08,2,7,2,1,2,2.05761316872428,1,Spain,SP,SP,40,-4,SP,0,,,,,,,1,Spain,SP,SP,40,-4,SP,20130614,http://www.esctoday.com/65535/spain-pastora-to-release-her-new-album-in-september/
256100555,20130614,201306,2013,2013.4493,ESP,SPANISH,ESP,,,,,,,, ,,,,,,,,,,1,110,110,11,3,-2,8,1,8,1.73010380622837,1,Spain,SP,SP,40,-4,SP,0,,,,,,,1,Spain,SP,SP,40,-4,SP,20130614,http://www.thelocal.es/20130614/debt-climbs-to-new-high-depite-controversial-cuts
256100579,20130614,201306,2013,2013.4493,ESP,SPANISH,ESP,,,,,,,, AFR,AFRICA ,AFR,,,,,,,,1,051,051,05,1,3.4,11,2,11,4.19671593074461,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,20130614,http://www.esi-africa.com/node/16477
256100612,20130614,201306,2013,2013.4493,ESP,SPANISH,ESP,,,,,,,, DEU,GERMANY,DEU,,,,,,,,1,042,042,04,1,1.9,6,1,6,2.63157894736842,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256100613,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, DEU,GERMANY,DEU,,,,,,,,1,042,042,04,1,1.9,2,1,2,2.63157894736842,1,Spain,SP,SP,40,-4,SP,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256100614,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, DEU,GERMANY,DEU,,,,,,,,1,042,042,04,1,1.9,2,1,2,2.63157894736842,1,Spain,SP,SP,40,-4,SP,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,1,Spain,SP,SP,40,-4,SP,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256100642,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, ESPBUS,SPAIN,ESP,,,,,BUS,,,1,175,175,17,4,-9,5,1,5,1.73010380622837,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130614,http://www.thelocal.es/20130614/debt-climbs-to-new-high-depite-controversial-cuts
256100651,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, ESPGOV,SPAIN,ESP,,,,,GOV,,,1,175,175,17,4,-9,1,1,1,1.73010380622837,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130614,http://www.thelocal.es/20130614/debt-climbs-to-new-high-depite-controversial-cuts
256100655,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, EUR,EUROPE ,EUR,,,,,,,,1,036,036,03,1,4,4,1,4,6.13333333333333,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,20130614,http://www.ideal.es/granada/20130528/gente/rihanna-shines-turns-bilbao-crazy-launching-european-tour-201305281200.html
256100679,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, GOV,PRIME MINISTER,,,,,,GOV,,,1,175,175,17,4,-9,4,1,4,1.73010380622837,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130614,http://www.thelocal.es/20130614/debt-climbs-to-new-high-depite-controversial-cuts
256101349,20130614,201306,2013,2013.4493,EUR,EUROPE ,EUR,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,036,036,03,1,4,4,1,4,6.13333333333333,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,20130614,http://www.ideal.es/granada/20130528/gente/rihanna-shines-turns-bilbao-crazy-launching-european-tour-201305281200.html
256096558,20130614,201306,2013,2013.4493,DEU,GERMANY,DEU,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,043,043,04,1,2.8,2,1,2,2.63157894736842,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256282498,20130615,201306,2013,2013.4521,BUS,MERCHANT SHIP,,,,,,BUS,,, ESP,SEVILLE,ESP,,,,,,,,1,042,042,04,1,1.9,2,1,2,3.03514376996805,1,South Korea,KS,KS,37,127.5,KS,4,"Coria Del Rio, AndalucíSP, Spain",SP,SP51,37.2877,-6.0541,-378791,4,"Coria Del Rio, AndalucíSP, Spain",SP,SP51,37.2877,-6.0541,-378791,20130615,http://www.thelocal.es/20130615/japan-prince-honours-spains-samurai-past
256854751,20130620,201306,2013,2013.4658,,,,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,080,080,08,2,5,1,1,1,1.72413793103448,0,,,,,,,4,"Torrox, AndalucíSP, Spain",SP,SP51,36.7593,-3.9525,-404852,1,United Kingdom,UK,UK,54,-2,UK,20130620,http://www.theolivepress.es/spain-news/2013/06/20/dangerous-paedophile-who-fled-spain-is-in-morocco/
256886536,20130620,201306,2013,2013.4658,ESP,SPAIN,ESP,,,,,,,, ,,,,,,,,,,1,010,010,01,1,0,4,1,4,0.0835770998746344,4,"Jinping, Hunan, China",CH,CH11,27.0039,109.832,6175090,0,,,,,,,4,"Jinping, Hunan, China",CH,CH11,27.0039,109.832,6175090,20130620,http://internacional.elpais.com/internacional/2013/06/16/actualidad/1371409267_769598.html
256886589,20130620,201306,2013,2013.4658,ESP,SPAIN,ESP,,,,,,,, ,,,,,,,,,,1,141,141,14,3,-6.5,4,1,4,3.27868852459016,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,0,,,,,,,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,20130620,http://www.thelocal.es/20130620/doctors-slam-healthcare-cuts-for-immigrants
256886847,20130620,201306,2013,2013.4658,ESP,SPANIARD,ESP,,,,,,,, USA,UNITED STATES,USA,,,,,,,,1,051,051,05,1,3.4,10,1,10,3.05555555555556,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,20130620,http://www.thelocal.es/20130620/spaniards-send-mixed-message-on-europe
256915968,20130620,201306,2013,2013.4658,MAR,MOROCCO,MAR,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,173,173,17,4,-5,10,1,10,1.72413793103448,4,"Torrox, AndalucíSP, Spain",SP,SP51,36.7593,-3.9525,-404852,4,"Torrox, AndalucíSP, Spain",SP,SP51,36.7593,-3.9525,-404852,4,"Torrox, AndalucíSP, Spain",SP,SP51,36.7593,-3.9525,-404852,20130620,http://www.theolivepress.es/spain-news/2013/06/20/dangerous-paedophile-who-fled-spain-is-in-morocco/
255984864,20130613,201306,2013,2013.4466,ESP,SPANIARD,ESP,,,,,,,, ,,,,,,,,,,1,051,051,05,1,3.4,6,1,6,4.74934036939314,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,0,,,,,,,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,20130613,http://www.thelocal.es/20130613/bilbao-comes-bottom-in-spains-romantic-rankings
257497114,20130626,201306,2013,2013.4822,ESP,SPAIN,ESP,,,,,,,, GOV,AMBASSADOR,,,,,,GOV,,,0,040,040,04,1,1,7,1,7,0.871080139372822,1,Spain,SP,SP,40,-4,SP,1,United Kingdom,UK,UK,54,-2,UK,1,United Kingdom,UK,UK,54,-2,UK,20130626,http://www.thelocal.es/20130626/spain-shuns-gibraltar-jet-ski-shooting-claims
257497125,20130626,201306,2013,2013.4822,ESP,SPANISH,ESP,,,,,,,, IGOBUSIMF,INTERNATIONAL MONETARY FUND ,,IMF,,,,IGO,BUS,,1,042,042,04,1,1.9,60,5,60,2.9671686498318,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130626,http://www.thelocal.es/20130626/spains-central-bank-backs-recovery-talk
257497127,20130626,201306,2013,2013.4822,ESP,SPANISH,ESP,,,,,,,, IGOBUSIMF,INTERNATIONAL MONETARY FUND ,,IMF,,,,IGO,BUS,,1,130,130,13,3,-4.4,60,5,60,2.9671686498318,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130626,http://www.thelocal.es/20130626/spains-central-bank-backs-recovery-talk
257497215,20130626,201306,2013,2013.4822,ESPCOP,SPANISH,ESP,,,,,COP,,, GBR,BRITISH,GBR,,,,,,,,1,192,192,19,4,-9.5,6,1,6,1.9047619047619,4,"Algeciras, AndalucíSP, Spain",SP,SP51,36.1333,-5.45051,-370160,1,United Kingdom,UK,UK,54,-2,UK,4,"Algeciras, AndalucíSP, Spain",SP,SP51,36.1333,-5.45051,-370160,20130626,http://www.theolivepress.es/spain-news/2013/06/26/spanish-police-make-a-second-incursion-into-british-waters-as-more-evidence-of-shooting-emerges/
257497220,20130626,201306,2013,2013.4822,ESPCVL,SPAIN,ESP,,,,,CVL,,, GBRCVL,UNITED KINGDOM,GBR,,,,,CVL,,,1,182,182,18,4,-9.5,8,1,8,0.740740740740741,4,"Mijas, AndalucíSP, Spain",SP,SP51,36.5953,-4.63986,-392052,4,"Mijas, AndalucíSP, Spain",SP,SP51,36.5953,-4.63986,-392052,4,"Mijas, AndalucíSP, Spain",SP,SP51,36.5953,-4.63986,-392052,20130626,http://www.thelocal.es/20130626/three-brits-found-dead-in-spanish-rental-home
257507774,20130626,201306,2013,2013.4822,IGOBUSIMF,INTERNATIONAL MONETARY FUND ,,IMF,,,,IGO,BUS,, ESP,SPANISH,ESP,,,,,,,,1,043,043,04,1,2.8,60,5,60,2.9671686498318,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130626,http://www.thelocal.es/20130626/spains-central-bank-backs-recovery-talk
257560932,20130627,201306,2013,2013.4849,,,,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,057,057,05,1,8,10,1,10,1.23456790123457,0,,,,,,,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130627,http://www.thelocal.es/20130627/spanish-oil-firm-repsol-shuns-argentina-pay-off-deal
256061105,20130613,201306,2013,2013.4466,VAT,VATICAN ,VAT,,,,,,,, ESP,MADRID,ESP,,,,,,,,1,040,040,04,1,1,5,1,5,2.11864406779661,4,"Teresita, Morelos, Mexico",MX,MX17,19.0386,-99.2594,8015686,4,"Teresita, Morelos, Mexico",MX,MX17,19.0386,-99.2594,8015686,4,"Teresita, Morelos, Mexico",MX,MX17,19.0386,-99.2594,8015686,20130613,http://www.thelocal.es/20130613/spanish-nun-dies-after-record-86-years-in-convent
256061106,20130613,201306,2013,2013.4466,VAT,VATICAN ,VAT,,,,,,,, ESP,MADRID,ESP,,,,,,,,1,046,046,04,1,7,10,2,10,1.36235233692861,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,20130613,http://www.thelocal.es/20130613/spanish-nun-dies-after-record-86-years-in-convent
256100515,20130614,201306,2013,2013.4493,ESP,SPAIN,ESP,,,,,,,, ,,,,,,,,,,1,042,042,04,1,1.9,2,1,2,2.73348519362187,4,"Miraval, Provence-Alpes-Côd'Azur, France",FR,FRB8,43.4734,6.03604,-1451682,0,,,,,,,4,"Miraval, Provence-Alpes-Côd'Azur, France",FR,FRB8,43.4734,6.03604,-1451682,20130614,http://www.theolivepress.es/spain-news/2013/06/14/brangelina-for-bella/
255984848,20130613,201306,2013,2013.4466,ESP,SEVILLE,ESP,,,,,,,, ,,,,,,,,,,1,042,042,04,1,1.9,10,1,10,3.44827586206897,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,0,,,,,,,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,20130613,http://www.thelocal.es/20130613/ridley-scott-to-shoot-moses-movie-in-spain
256070316,20130614,201306,2013,2013.4493,,,,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,040,040,04,1,1,2,1,2,2.73348519362187,0,,,,,,,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,20130614,http://www.theolivepress.es/spain-news/2013/06/14/brangelina-for-bella/
256070331,20130614,201306,2013,2013.4493,,,,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,043,043,04,1,2.8,2,1,2,2.73348519362187,0,,,,,,,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,20130614,http://www.theolivepress.es/spain-news/2013/06/14/brangelina-for-bella/
256096549,20130614,201306,2013,2013.4493,DEU,GERMAN,DEU,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,010,010,01,1,0,2,1,2,2.63157894736842,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256096556,20130614,201306,2013,2013.4493,DEU,GERMANY,DEU,,,,,,,, ESP,SPANISH,ESP,,,,,,,,1,043,043,04,1,2.8,6,1,6,2.63157894736842,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256096557,20130614,201306,2013,2013.4493,DEU,GERMANY,DEU,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,043,043,04,1,2.8,2,1,2,2.63157894736842,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,1,Spain,SP,SP,40,-4,SP,4,"Schwarzenbruck, Bayern, Germany",GM,GM02,49.3578,11.2433,-1862037,20130614,http://www.esctoday.com/65551/spain-lucia-perez-and-eurostars-attend-fest-der-nationen-in-germany/
256966044,20130621,201306,2013,2013.4685,,,,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,030,030,03,1,4,3,1,3,6.18556701030928,0,,,,,,,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,20130621,http://www.theolivepress.es/spain-news/2013/06/21/new-british-ambassador-to-spain/
256100508,20130614,201306,2013,2013.4493,ESP,ANDALUCIA,ESP,,,,,,,, ,,,,,,,,,,1,036,036,03,1,4,8,1,8,2.73348519362187,4,"Miraval, Provence-Alpes-Côd'Azur, France",FR,FRB8,43.4734,6.03604,-1451682,0,,,,,,,4,"Miraval, Provence-Alpes-Côd'Azur, France",FR,FRB8,43.4734,6.03604,-1451682,20130614,http://www.theolivepress.es/spain-news/2013/06/14/brangelina-for-bella/
256100509,20130614,201306,2013,2013.4493,ESP,ANDALUCIA,ESP,,,,,,,, ,,,,,,,,,,1,036,036,03,1,4,2,1,2,2.73348519362187,5,"Andalucia, AndalucíSP, Spain",SP,SP51,37.6,-4.5,6198367,0,,,,,,,4,"Costa Del Sol, Spain (general), Spain",SP,SP00,36.6833,-4,-403130,20130614,http://www.theolivepress.es/spain-news/2013/06/14/brangelina-for-bella/
257969519,20130624,201306,2013,2013.4767,COP,PRISON,,,,,,COP,,, ESP,SPAIN,ESP,,,,,,,,0,010,010,01,1,0,2,1,2,1.68421052631579,4,"Ceuta, Spain (general), Spain",SP,SP00,35.8887,-5.31925,-377755,4,"Ceuta, Spain (general), Spain",SP,SP00,35.8887,-5.31925,-377755,4,"Ceuta, Spain (general), Spain",SP,SP00,35.8887,-5.31925,-377755,20130701,http://elpais.com/elpais/2013/07/01/inenglish/1372679577_365713.html
255950103,20130613,201306,2013,2013.4466,,,,,,,,,,, ESP,SEVILLE,ESP,,,,,,,,1,043,043,04,1,2.8,2,1,2,3.44827586206897,0,,,,,,,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,4,"Granada, AndalucíSP, Spain",SP,SP51,37.1784,-3.5992,-384328,20130613,http://www.thelocal.es/20130613/ridley-scott-to-shoot-moses-movie-in-spain
255950102,20130613,201306,2013,2013.4466,,,,,,,,,,, ESP,SEVILLE,ESP,,,,,,,,1,043,043,04,1,2.8,2,1,2,3.44827586206897,0,,,,,,,4,"Andalusia, Spain (general), Spain",SP,SP00,37.6,-4.5,-370724,4,"Andalusia, Spain (general), Spain",SP,SP00,37.6,-4.5,-370724,20130613,http://www.thelocal.es/20130613/ridley-scott-to-shoot-moses-movie-in-spain
255950101,20130613,201306,2013,2013.4466,,,,,,,,,,, ESP,SEVILLE,ESP,,,,,,,,1,043,043,04,1,2.8,6,1,6,3.44827586206897,0,,,,,,,4,"South Shields, South Tyneside, United Kingdom",UK,UKM7,54.9878,-1.42139,-2608323,4,"South Shields, South Tyneside, United Kingdom",UK,UKM7,54.9878,-1.42139,-2608323,20130613,http://www.thelocal.es/20130613/ridley-scott-to-shoot-moses-movie-in-spain
255950073,20130613,201306,2013,2013.4466,,,,,,,,,,, ESP,SPAIN,ESP,,,,,,,,1,010,010,01,1,0,2,1,2,2.11864406779661,0,,,,,,,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Teresita, Morelos, Mexico",MX,MX17,19.0386,-99.2594,8015686,20130613,http://www.thelocal.es/20130613/spanish-nun-dies-after-record-86-years-in-convent
